Location,County/Zone,St.,Date,Time,T.Z.,Type,Mag,Dth,Inj,PrD,CrD
SILVER LAKE,KOSCIUSKO CO.,IN,11/17/2013,15:44,EST-5,Tornado,EF2,0,0,0.00K,0.00K
LA FONTAINE,WABASH CO.,IN,11/17/2013,15:52,EST-5,Tornado,EF2,0,0,0.00K,0.00K
VANDUSER,SCOTT CO.,MO,11/17/2013,13:07,CST-6,Tornado,EF3,0,0,1.000M,0.00K
MUNTANNA,PUTNAM CO.,OH,11/17/2013,16:55,EST-5,Tornado,EF2,0,0,0.00K,0.00K
LIME CITY,WOOD CO.,OH,11/17/2013,17:35,EST-5,Tornado,EF2,0,0,1.500M,0.00K
BOOTH,LUCAS CO.,OH,11/17/2013,17:48,EST-5,Tornado,EF2,0,0,1.100M,0.00K
MARTINSBURG,PIKE CO.,IL,2/20/2014,14:25,CST-6,Tornado,EF2,0,1,0.00K,0.00K
DOLLVILLE,SHELBY CO.,IL,2/20/2014,16:25,CST-6,Tornado,EF2,0,1,80.00K,0.00K
JAMESON,DAVIESS CO.,MO,03/27/2014,15:22,CST-6,Tornado,EF2,0,0,0.00K,0.00K
HILL TOP,RIPLEY CO.,MO,04/03/2014,20:40,CST-6,Tornado,EF2,0,0,50.00K,0.00K
SIBLEY,JACKSON CO.,MO,05/10/2014,16:15,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ORRICK,RAY CO.,MO,05/10/2014,16:17,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MONTEITH,GUTHRIE CO.,IA,5/11/2014,20:43,CST-6,Tornado,EF2,0,0,1.300M,0.00K
FAIRFIELD,CLAY CO.,NE,05/11/2014,14:50,CST-6,Tornado,EF3,0,0,12.500M,0.00K
GRAFTON,FILLMORE CO.,NE,05/11/2014,15:25,CST-6,Tornado,EF3,0,0,1.500M,0.00K
GRAFTON,FILLMORE CO.,NE,05/11/2014,15:25,CST-6,Tornado,EF2,0,0,3.500M,0.00K
EXETER,FILLMORE CO.,NE,05/11/2014,15:57,CST-6,Tornado,EF3,0,0,7.500M,0.00K
MC COOL JCT,YORK CO.,NE,05/11/2014,16:00,CST-6,Tornado,EF3,0,0,1.500M,0.00K
CORDOVA,SEWARD CO.,NE,05/11/2014,16:08,CST-6,Tornado,EF3,0,0,2.400M,0.00K
BEAVER CROSSING,SEWARD CO.,NE,05/11/2014,16:23,CST-6,Tornado,EF2,0,0,0.00K,0.00K
RUBY,SEWARD CO.,NE,05/11/2014,16:53,CST-6,Tornado,EF2,0,0,0.00K,0.00K
RAYMOND,LANCASTER CO.,NE,05/11/2014,17:11,CST-6,Tornado,EF2,0,0,0.00K,0.00K
XENIA PORT XENIA ARP,GREENE CO.,OH,05/14/2014,16:44,EST-5,Tornado,EF3,0,0,500.00K,0.00K
WATFORD CITY,MCKENZIE CO.,ND,05/26/2014,17:46,MST-7,Tornado,EF2,0,9,2.500M,0.00K
BENTLEY,POTTAWATTAMIE CO.,IA,6/3/2014,16:02,CST-6,Tornado,EF2,0,0,0.00K,0.00K
STANTON,STANTON CO.,NE,06/16/2014,14:42,CST-6,Tornado,EF4,0,0,2.000M,250.00K
STANTON,STANTON CO.,NE,06/16/2014,15:00,CST-6,Tornado,EF4,1,20,12.000M,250.00K
WISNER,CUMING CO.,NE,06/16/2014,15:17,CST-6,Tornado,EF4,1,0,1.000M,250.00K
TILDEN,CUMING CO.,NE,06/16/2014,15:21,CST-6,Tornado,EF3,0,0,500.00K,0.00K
ALTONA,WAYNE CO.,NE,06/16/2014,15:30,CST-6,Tornado,EF2,0,0,75.00K,0.00K
ALTONA,WAYNE CO.,NE,06/16/2014,15:37,CST-6,Tornado,EF4,0,0,1.500M,0.00K
ALTONA,WAYNE CO.,NE,06/16/2014,15:40,CST-6,Tornado,EF4,0,0,3.000M,0.00K
BURWELL,GARFIELD CO.,NE,06/16/2014,18:01,CST-6,Tornado,EF2,0,0,100.00K,0.00K
BURWELL,GARFIELD CO.,NE,06/16/2014,18:20,CST-6,Tornado,EF2,0,0,100.00K,0.00K
BURWELL,GARFIELD CO.,NE,06/16/2014,18:28,CST-6,Tornado,EF2,0,0,5.00K,0.00K
COLERIDGE,CEDAR CO.,NE,06/17/2014,19:09,CST-6,Tornado,EF3,0,0,2.000M,0.00K
LAUREL,CEDAR CO.,NE,6/17/2014,20:28,CST-6,Tornado,EF2,0,0,50.00K,0.00K
LAUREL,CEDAR CO.,NE,6/17/2014,20:45,CST-6,Tornado,EF2,0,0,250.00K,0.00K
PUMPKIN CENTER,MINNEHAHA CO.,SD,06/17/2014,21:44,CST-6,Tornado,EF2,0,0,100.00K,0.00K
CROW LAKE,JERAULD CO.,SD,06/18/2014,18:08,CST-6,Tornado,EF2,0,0,20.00K,0.00K
WESSINGTON SPGS,JERAULD CO.,SD,06/18/2014,18:30,CST-6,Tornado,EF2,0,1,5.200M,0.00K
LANE,JERAULD CO.,SD,06/18/2014,18:43,CST-6,Tornado,EF4,0,2,300.00K,0.00K
CROW LAKE,JERAULD CO.,SD,06/18/2014,18:45,CST-6,Tornado,EF2,0,0,25.00K,0.00K
PUDER,KANKAKEE CO.,IL,6/30/2014,21:32,CST-6,Tornado,EF2,0,0,500.00K,0.00K
LOWELL,LAKE CO.,IN,06/30/2014,21:44,CST-6,Tornado,EF2,0,0,250.00K,0.00K
TRAER,TAMA CO.,IA,6/30/2014,13:02,CST-6,Tornado,EF2,0,0,150.00K,25.00K
ELDRED,POLK CO.,MN,07/21/2014,19:52,CST-6,Tornado,EF2,0,0,0.00K,0.00K
PERAULT,RED LAKE CO.,MN,07/21/2014,20:22,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ROTHSAY,OTTER TAIL CO.,MN,09/04/2014,3:48,CST-6,Tornado,EF2,0,0,10.00K,10.00K
NORTHCOTE,KITTSON CO.,MN,09/19/2014,17:19,CST-6,Tornado,EF2,0,0,600.00K,100.00K
MOWEAQUA HILVETY ARP,SHELBY CO.,IL,10/13/2014,14:54,CST-6,Tornado,EF2,0,0,235.00K,0.00K
BURNHAM,HOWELL CO.,MO,04/02/2015,23:52,CST-6,Tornado,EF2,0,0,600.00K,0.00K
CARTHAGE,OGLE CO.,IL,04/09/2015,17:43,CST-6,Tornado,EF4,0,0,10.000M,0.00K
FAIRDALE,DE KALB CO.,IL,04/09/2015,18:12,CST-6,Tornado,EF3,2,11,8.000M,0.00K
HARDY,NUCKOLLS CO.,NE,5/6/2015,15:58,CST-6,Tornado,EF2,0,0,1.500M,0.00K
DESHLER,THAYER CO.,NE,5/6/2015,16:12,CST-6,Tornado,EF2,0,0,1.500M,0.00K
CHESTER,THAYER CO.,NE,5/6/2015,17:04,CST-6,Tornado,EF2,0,0,1.000M,0.00K
DELMONT,DOUGLAS CO.,SD,05/10/2015,9:34,CST-6,Tornado,EF2,0,9,1.500M,0.00K
ORRICK,RAY CO.,MO,05/16/2015,22:24,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MANNON,MERCER CO.,IL,05/24/2015,17:50,CST-6,Tornado,EF2,0,0,30.00K,0.00K
HEREFORD,MEADE CO.,SD,06/19/2015,19:57,MST-7,Tornado,EF2,0,0,100.00K,0.00K
EDGINGTON,ROCK ISLAND CO.,IL,06/22/2015,18:15,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MAYTOWN,LEE CO.,IL,06/22/2015,18:53,CST-6,Tornado,EF2,0,7,1.000M,0.00K
PAYTONVILLE,GRUNDY CO.,IL,06/22/2015,20:45,CST-6,Tornado,EF3,0,7,25.000M,0.00K
BRAIDWOOD,WILL CO.,IL,06/22/2015,20:58,CST-6,Tornado,EF2,0,0,250.00K,0.00K
WELLER,MONROE CO.,IA,6/22/2015,16:10,CST-6,Tornado,EF3,0,0,150.00K,20.00K
ALBIA,MONROE CO.,IA,6/22/2015,16:50,CST-6,Tornado,EF2,0,0,125.00K,5.00K
TUSCOLA,TUSCOLA CO.,MI,06/22/2015,21:03,EST-5,Tornado,EF2,0,0,550.00K,0.00K
HOLMES,GRAND FORKS CO.,ND,06/27/2015,17:02,CST-6,Tornado,EF2,0,0,0.00K,0.00K
PERUQUE,ST. CHARLES CO.,MO,06/28/2015,19:04,CST-6,Tornado,EF2,0,0,0.00K,0.00K
VERNDALE,WADENA CO.,MN,07/12/2015,17:38,CST-6,Tornado,EF2,0,0,0.00K,0.00K
KIRKWOOD,WARREN CO.,IL,07/16/2015,18:09,CST-6,Tornado,EF2,0,0,150.00K,0.00K
NEMO,WARREN CO.,IL,07/16/2015,18:13,CST-6,Tornado,EF2,0,1,1.500M,0.00K
DELAVAN,TAZEWELL CO.,IL,07/16/2015,22:39,CST-6,Tornado,EF2,0,1,1.200M,10.00K
GRIFFINSVILLE,APPANOOSE CO.,IA,11/11/2015,15:22,CST-6,Tornado,EF2,0,0,200.00K,0.00K
MELROSE,MONROE CO.,IA,11/11/2015,15:28,CST-6,Tornado,EF2,0,0,150.00K,0.00K
INDIANAPOLIS,MAHASKA CO.,IA,11/11/2015,16:20,CST-6,Tornado,EF2,0,0,75.00K,0.00K
GOOD HOPE,MCDONOUGH CO.,IL,03/15/2016,17:26,CST-6,Tornado,EF2,0,0,200.00K,0.00K
BARSTOW,ROCK ISLAND CO.,IL,03/15/2016,18:25,CST-6,Tornado,EF2,0,10,750.00K,0.00K
TRIVOLI,PEORIA CO.,IL,03/15/2016,18:42,CST-6,Tornado,EF2,0,0,1.000M,0.00K
NEHAWKA,CASS CO.,NE,5/9/2016,16:49,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BOURBON,CRAWFORD CO.,MO,05/11/2016,19:15,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MISSION,TODD CO.,SD,05/22/2016,18:25,CST-6,Tornado,EF2,0,0,10.00K,0.00K
HAYWARD,PENNINGTON CO.,SD,06/13/2016,15:22,MST-7,Tornado,EF2,0,0,100.00K,0.00K
CROSBY BEACH,CROW WING CO.,MN,06/19/2016,18:11,CST-6,Tornado,EF2,0,0,0.00K,0.00K
GRAYMONT,LIVINGSTON CO.,IL,06/22/2016,21:06,CST-6,Tornado,EF2,0,4,0.00K,0.00K
TOLEDO,HUNTINGTON CO.,IN,06/22/2016,23:57,EST-5,Tornado,EF2,0,0,0.00K,0.00K
IRWIN,CHERRY CO.,NE,6/28/2016,18:52,CST-6,Tornado,EF2,0,0,50.00K,0.00K
LITCHFIELD,MEEKER CO.,MN,07/11/2016,16:25,CST-6,Tornado,EF2,0,0,0.00K,0.00K
WATKINS,MEEKER CO.,MN,07/11/2016,16:52,CST-6,Tornado,EF2,0,1,0.00K,0.00K
VINTON,BENTON CO.,IA,7/17/2016,3:58,CST-6,Tornado,EF2,0,5,0.00K,0.00K
FAIRFAX,LINN CO.,IA,7/17/2016,4:19,CST-6,Tornado,EF2,0,4,250.00K,0.00K
CLINTON,SHERIDAN CO.,NE,7/26/2016,18:00,MST-7,Tornado,EF2,0,0,25.00K,0.00K
MYLO,ROLETTE CO.,ND,08/03/2016,16:28,CST-6,Tornado,EF2,0,0,600.00K,350.00K
AGATE,TOWNER CO.,ND,08/03/2016,16:45,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BRANTFORD,EDDY CO.,ND,08/03/2016,20:10,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ROYALTON,BOONE CO.,IN,08/15/2016,17:27,EST-5,Tornado,EF2,0,0,25.00K,3.00K
CRAWFORDSVILLE,MONTGOMERY CO.,IN,08/24/2016,13:38,EST-5,Tornado,EF2,0,0,75.00K,0.00K
KOKOMO RUZICKA ARPT,HOWARD CO.,IN,08/24/2016,14:20,EST-5,Tornado,EF3,0,20,10.000M,0.00K
MILAN CENTER,ALLEN CO.,IN,08/24/2016,16:27,EST-5,Tornado,EF3,0,0,0.00K,0.00K
KNOXDALE,PAULDING CO.,OH,08/24/2016,16:53,EST-5,Tornado,EF2,0,0,0.00K,0.00K
MARK CENTER,DEFIANCE CO.,OH,08/24/2016,17:00,EST-5,Tornado,EF2,0,0,0.00K,0.00K
BRUNERSBURG,DEFIANCE CO.,OH,08/24/2016,17:28,EST-5,Tornado,EF2,0,0,0.00K,0.00K
TAFT,TRAILL CO.,ND,08/27/2016,17:02,CST-6,Tornado,EF3,0,0,0.00K,0.00K
FLAMING,NORMAN CO.,MN,08/28/2016,20:04,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BLOCK,CHAMPAIGN CO.,IL,09/09/2016,17:31,CST-6,Tornado,EF2,0,0,800.00K,100.00K
UTICA AIRPARK ARPT,LA SALLE CO.,IL,02/28/2017,16:41,CST-6,Tornado,EF3,2,14,0.00K,0.00K
LOW PT,WOODFORD CO.,IL,02/28/2017,17:26,CST-6,Tornado,EF3,0,0,1.500M,0.00K
WILBERN,MARSHALL CO.,IL,02/28/2017,17:31,CST-6,Tornado,EF2,0,0,500.00K,0.00K
LEEDS,LA SALLE CO.,IL,02/28/2017,17:53,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ROCKWOOD,RANDOLPH CO.,IL,02/28/2017,20:12,CST-6,Tornado,EF2,0,0,0.00K,0.00K
CORA,JACKSON CO.,IL,02/28/2017,20:18,CST-6,Tornado,EF3,0,0,6.000M,0.00K
MULKEYTOWN,FRANKLIN CO.,IL,02/28/2017,20:50,CST-6,Tornado,EF3,0,0,800.00K,0.00K
CARMI MUNI ARPT,WHITE CO.,IL,02/28/2017,21:55,CST-6,Tornado,EF3,1,1,2.000M,0.00K
GRIFFIN,POSEY CO.,IN,02/28/2017,22:08,CST-6,Tornado,EF2,0,0,500.00K,0.00K
CRAWLEYVILLE,GIBSON CO.,IN,02/28/2017,22:16,CST-6,Tornado,EF3,0,1,3.200M,0.00K
SILVER LAKE,PERRY CO.,MO,02/28/2017,19:51,CST-6,Tornado,EF4,1,12,8.000M,0.00K
IRELAND,DUBOIS CO.,IN,03/01/2017,0:03,EST-5,Tornado,EF2,0,0,350.00K,0.00K
SOUTH WASHINGTON,DAVIESS CO.,IN,03/01/2017,5:00,EST-5,Tornado,EF2,0,0,40.00K,0.00K
BLACK OAK,DAVIESS CO.,IN,03/01/2017,5:05,EST-5,Tornado,EF2,0,0,65.00K,0.00K
BOND,LAWRENCE CO.,IN,03/01/2017,5:37,EST-5,Tornado,EF2,0,0,100.00K,0.00K
TAMPICO,JACKSON CO.,IN,03/01/2017,5:45,EST-5,Tornado,EF2,0,0,45.00K,0.00K
GENOA,WAYNE CO.,IA,3/6/2017,20:16,CST-6,Tornado,EF2,0,0,2.000M,0.00K
CENTERVILLE ARPT,APPANOOSE CO.,IA,3/6/2017,20:33,CST-6,Tornado,EF2,0,0,750.00K,0.00K
GRANDVIEW,LOUISA CO.,IA,03/06/2017,21:56,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MUSCATINE,MUSCATINE CO.,IA,03/06/2017,22:05,CST-6,Tornado,EF2,0,3,100.00K,0.00K
BLUE GRASS,SCOTT CO.,IA,03/06/2017,22:17,CST-6,Tornado,EF2,0,0,50.00K,0.00K
DEWITT,CLINTON CO.,IA,03/06/2017,22:31,CST-6,Tornado,EF2,0,0,0.00K,0.00K
SMITHVILLE,CLAY CO.,MO,03/06/2017,19:24,CST-6,Tornado,EF2,0,0,0.00K,0.00K
TRIMBLE,CLINTON CO.,MO,03/06/2017,19:28,CST-6,Tornado,EF2,0,0,0.00K,0.00K
TARSNEY LAKES,JACKSON CO.,MO,03/06/2017,20:11,CST-6,Tornado,EF3,0,12,0.00K,0.00K
DELAVAN,TAZEWELL CO.,IL,03/07/2017,0:09,CST-6,Tornado,EF2,0,0,120.00K,0.00K
HILL TOP,RIPLEY CO.,MO,03/09/2017,18:25,CST-6,Tornado,EF2,0,0,30.00K,0.00K
BAYOUVILLE,NEW MADRID CO.,MO,03/09/2017,20:26,CST-6,Tornado,EF2,0,0,20.00K,0.00K
GOODMAN,MCDONALD CO.,MO,04/04/2017,17:48,CST-6,Tornado,EF2,0,0,1.000M,0.00K
MATTHEWS,NEW MADRID CO.,MO,04/30/2017,1:52,CST-6,Tornado,EF2,0,0,60.00K,0.00K
GALVA,HENRY CO.,IL,05/17/2017,20:20,CST-6,Tornado,EF2,0,1,40.00K,0.00K
EASBY,CAVALIER CO.,ND,06/09/2017,17:45,CST-6,Tornado,EF2,0,0,1.500M,2.000M
KNOX,BENSON CO.,ND,06/09/2017,18:08,CST-6,Tornado,EF2,0,0,200.00K,10.00K
AGATE,SIOUX CO.,NE,6/12/2017,16:30,MST-7,Tornado,EF2,0,1,6.00K,0.00K
BAYARD,MORRILL CO.,NE,06/12/2017,18:19,MST-7,Tornado,EF2,0,0,2.500M,0.00K
FT CROOK,SARPY CO.,NE,06/16/2017,19:05,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ANDERSON,FREMONT CO.,IA,06/28/2017,14:46,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BEDFORD ARPT,TAYLOR CO.,IA,06/28/2017,16:05,CST-6,Tornado,EF2,0,0,75.00K,10.00K
CENTRAL CITY,LINN CO.,IA,06/28/2017,17:38,CST-6,Tornado,EF2,0,1,0.00K,0.00K
LANGWORTHY,JONES CO.,IA,06/28/2017,17:58,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MONTICELLO,JONES CO.,IA,06/28/2017,18:14,CST-6,Tornado,EF2,0,0,0.00K,0.00K
SAND SPG,DELAWARE CO.,IA,06/28/2017,18:16,CST-6,Tornado,EF2,0,0,0.00K,0.00K
HALSTAD,NORMAN CO.,MN,07/11/2017,19:00,CST-6,Tornado,EF2,0,0,550.00K,400.00K
WHEATVILLE,NORMAN CO.,MN,07/11/2017,19:42,CST-6,Tornado,EF2,0,0,450.00K,350.00K
ULEN,CLAY CO.,MN,07/11/2017,19:54,CST-6,Tornado,EF2,0,0,25.00K,100.00K
HATTON ARPT,TRAILL CO.,ND,07/11/2017,17:58,CST-6,Tornado,EF2,0,0,750.00K,500.00K
HILLSBORO ARPT,TRAILL CO.,ND,07/11/2017,18:48,CST-6,Tornado,EF2,0,0,250.00K,250.00K
CLOVERDALE,OSCEOLA CO.,IA,08/18/2017,19:07,CST-6,Tornado,EF2,0,0,300.00K,65.00K
ALMERIA,LOUP CO.,NE,08/19/2017,19:14,CST-6,Tornado,EF2,0,0,100.00K,0.00K
NORTH ROBINSON,CRAWFORD CO.,OH,09/04/2017,21:42,EST-5,Tornado,EF2,0,0,1.250M,0.00K
CRESTLINE,RICHLAND CO.,OH,09/04/2017,21:51,EST-5,Tornado,EF2,0,2,800.00K,0.00K
EATON,DELAWARE CO.,IN,11/05/2017,13:24,EST-5,Tornado,EF2,0,0,90.00K,0.00K
MILLGROVE,BLACKFORD CO.,IN,11/05/2017,13:36,EST-5,Tornado,EF2,0,1,0.00K,0.00K
DUNKIRK,JAY CO.,IN,11/05/2017,13:43,EST-5,Tornado,EF2,0,0,0.00K,0.00K
PADUA,MERCER CO.,OH,11/05/2017,14:18,EST-5,Tornado,EF2,0,0,11.000M,30.00K
CELINA,MERCER CO.,OH,11/05/2017,14:40,EST-5,Tornado,EF2,0,8,5.000M,0.00K
COOPER,SENECA CO.,OH,11/05/2017,16:51,EST-5,Tornado,EF2,0,0,150.00K,0.00K
GALION,CRAWFORD CO.,OH,11/05/2017,17:00,EST-5,Tornado,EF2,0,0,750.00K,0.00K
WICK,ASHTABULA CO.,OH,11/05/2017,18:51,EST-5,Tornado,EF2,0,0,1.500M,0.00K
WAYLAND,CLARK CO.,MO,12/04/2017,17:13,CST-6,Tornado,EF2,0,1,100.00K,4.00K
WILHELMINA,DUNKLIN CO.,MO,02/24/2018,17:52,CST-6,Tornado,EF2,0,5,2.000M,0.00K
MATTHEWS,NEW MADRID CO.,MO,02/24/2018,18:30,CST-6,Tornado,EF2,0,2,750.00K,0.00K
AUGSBURG,FAYETTE CO.,IL,04/03/2018,15:20,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BANLICK,SALINE CO.,IL,04/03/2018,16:50,CST-6,Tornado,EF2,0,0,500.00K,0.00K
MACOMB,WRIGHT CO.,MO,04/13/2018,18:13,CST-6,Tornado,EF2,0,0,300.00K,0.00K
KILLDEER,DUNN CO.,ND,06/01/2018,15:34,MST-7,Tornado,EF2,0,0,175.00K,0.00K
CAMP CROOK,HARDING CO.,SD,06/28/2018,19:20,MST-7,Tornado,EF3,0,0,0.00K,0.00K
HARDING,HARDING CO.,SD,06/28/2018,19:30,MST-7,Tornado,EF2,0,0,0.00K,0.00K
BUFFALO,HARDING CO.,SD,06/28/2018,20:10,MST-7,Tornado,EF2,0,0,0.00K,0.00K
WINGER,POLK CO.,MN,06/29/2018,3:54,CST-6,Tornado,EF2,0,0,6.500M,500.00K
HAMAR,EDDY CO.,ND,07/04/2018,1:29,CST-6,Tornado,EF2,0,0,50.00K,2.00K
WARWICK,BENSON CO.,ND,07/04/2018,1:31,CST-6,Tornado,EF2,0,0,50.00K,2.00K
WATFORD CITY,MCKENZIE CO.,ND,07/09/2018,22:45,MST-7,Tornado,EF2,1,28,3.500M,0.00K
ENTERPRISE,POLK CO.,IA,07/19/2018,13:50,CST-6,Tornado,EF2,0,0,35.00K,3.50K
BONDURANT,POLK CO.,IA,07/19/2018,13:51,CST-6,Tornado,EF2,0,0,250.00K,1.00K
PELLA,MARION CO.,IA,07/19/2018,15:01,CST-6,Tornado,EF3,0,13,120.000M,4.50K
PEORIA,MAHASKA CO.,IA,07/19/2018,15:13,CST-6,Tornado,EF2,0,0,80.00K,1.50K
MARIETTA,MARSHALL CO.,IA,07/19/2018,15:24,CST-6,Tornado,EF3,0,22,200.000M,4.00K
MORRISTOWN,RICE CO.,MN,09/20/2018,17:31,CST-6,Tornado,EF2,0,0,0.00K,0.00K
FARIBAULT ARPT,RICE CO.,MN,09/20/2018,17:37,CST-6,Tornado,EF2,0,0,0.00K,0.00K
LITCHFIELD,MONTGOMERY CO.,IL,12/01/2018,16:16,CST-6,Tornado,EF2,0,0,0.00K,0.00K
PALMER,CHRISTIAN CO.,IL,12/01/2018,17:01,CST-6,Tornado,EF3,0,22,118.900M,0.00K
STONINGTON,CHRISTIAN CO.,IL,12/01/2018,17:34,CST-6,Tornado,EF2,0,0,3.300M,0.00K
LE ROY,MCLEAN CO.,IL,12/01/2018,19:18,CST-6,Tornado,EF2,0,0,75.00K,0.00K
PERRY,SHIAWASSEE CO.,MI,03/14/2019,17:45,EST-5,Tornado,EF2,0,0,9.750M,0.00K
GRISHAM,BOLLINGER CO.,MO,03/24/2019,19:47,CST-6,Tornado,EF2,0,1,60.00K,0.00K
VERNON JCT,RICHLAND CO.,OH,04/14/2019,15:42,EST-5,Tornado,EF2,0,5,500.00K,0.00K
OZARK AIRPARK ARPT,CHRISTIAN CO.,MO,04/30/2019,19:28,CST-6,Tornado,EF2,0,2,6.800M,0.00K
MENTOR,GREENE CO.,MO,04/30/2019,19:32,CST-6,Tornado,EF2,0,1,3.900M,0.00K
LAKEVIEW,LANCASTER CO.,NE,05/05/2019,16:38,CST-6,Tornado,EF2,0,0,0.00K,0.00K
PERRY,RED WILLOW CO.,NE,05/17/2019,16:55,CST-6,Tornado,EF2,0,0,0.00K,0.00K
STOCKVILLE,FRONTIER CO.,NE,05/17/2019,17:58,CST-6,Tornado,EF2,0,0,12.00K,0.00K
STOCKVILLE,FRONTIER CO.,NE,05/17/2019,18:05,CST-6,Tornado,EF3,0,0,100.00K,0.00K
ADAIR,ADAIR CO.,IA,05/22/2019,0:29,CST-6,Tornado,EF2,1,1,500.00K,0.00K
BELLE CENTER,JASPER CO.,MO,05/22/2019,19:06,CST-6,Tornado,EF3,0,0,5.250M,0.00K
JASPER,JASPER CO.,MO,05/22/2019,19:51,CST-6,Tornado,EF3,0,0,275.00K,0.00K
KENOMA,BARTON CO.,MO,05/22/2019,19:58,CST-6,Tornado,EF3,3,1,740.00K,0.00K
SCRIVNER,COLE CO.,MO,05/22/2019,22:20,CST-6,Tornado,EF3,0,32,170.000M,0.00K
MACY,MIAMI CO.,IN,05/27/2019,18:51,EST-5,Tornado,EF3,0,0,0.00K,0.00K
AKRON,FULTON CO.,IN,05/27/2019,19:00,EST-5,Tornado,EF3,0,0,0.00K,0.00K
PENDLETON,MADISON CO.,IN,05/27/2019,19:05,EST-5,Tornado,EF2,0,1,150.00K,0.00K
MIER,GRANT CO.,IN,05/27/2019,19:10,EST-5,Tornado,EF2,0,0,0.00K,0.00K
MC NATTS,WELLS CO.,IN,05/27/2019,19:59,EST-5,Tornado,EF3,0,2,0.00K,0.00K
LAKE SUGEMA CAMP GD,VAN BUREN CO.,IA,05/27/2019,12:25,CST-6,Tornado,EF3,0,0,0.00K,0.00K
DURBIN,MERCER CO.,OH,05/27/2019,21:02,EST-5,Tornado,EF3,1,8,15.000M,0.00K
POTSDAM,MIAMI CO.,OH,05/27/2019,21:28,EST-5,Tornado,EF3,0,1,10.000M,0.00K
PYRMONT,MONTGOMERY CO.,OH,5/27/2019,21:41,EST-5,Tornado,EF4,0,166,500.000M,0.00K
EASTVIEW,MONTGOMERY CO.,OH,05/27/2019,22:12,EST-5,Tornado,EF2,0,0,500.00K,0.00K
NEW GERMANY,GREENE CO.,OH,05/27/2019,22:13,EST-5,Tornado,EF3,0,0,50.000M,0.00K
SPANKER,MONTGOMERY CO.,OH,05/27/2019,22:34,EST-5,Tornado,EF2,0,0,1.000M,0.00K
MOSBY,CLAY CO.,MO,05/28/2019,18:58,CST-6,Tornado,EF2,0,0,0.00K,0.00K
SOUTH PERRY,HOCKING CO.,OH,05/28/2019,0:17,EST-5,Tornado,EF2,0,0,1.500M,0.00K
RINDAL,POLK CO.,MN,06/08/2019,18:34,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ELLETTSVILLE,MONROE CO.,IN,06/15/2019,17:48,EST-5,Tornado,EF2,0,0,110.00K,0.00K
RIDGEPORT,GREENE CO.,IN,06/15/2019,17:56,EST-5,Tornado,EF2,0,0,250.00K,0.00K
GOWDY,RUSH CO.,IN,06/15/2019,19:48,EST-5,Tornado,EF2,0,0,275.00K,0.00K
MEDIAPOLIS SHARAR AR,DES MOINES CO.,IA,06/15/2019,19:20,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MEDIAPOLIS SHARAR AR,DES MOINES CO.,IA,06/15/2019,19:24,CST-6,Tornado,EF2,0,0,0.00K,0.00K
INDIANOLA ARPT,WARREN CO.,IA,08/20/2019,4:55,CST-6,Tornado,EF3,0,0,350.00K,1.00K
TEA,LINCOLN CO.,SD,09/10/2019,22:24,CST-6,Tornado,EF2,0,8,6.800M,0.00K
SIOUX FALLS,LINCOLN CO.,SD,09/10/2019,22:24,CST-6,Tornado,EF2,0,0,1.200M,0.00K
SOUTH SIOUX FALLS,MINNEHAHA CO.,SD,09/10/2019,22:28,CST-6,Tornado,EF2,0,0,3.000M,0.00K
JACKSON,CAPE GIRARDEAU CO.,MO,01/11/2020,1:46,CST-6,Tornado,EF2,0,0,750.00K,0.00K
NEWBURGH,WARRICK CO.,IN,03/28/2020,19:19,CST-6,Tornado,EF2,0,2,2.000M,0.00K
MARSLAND,DAWES CO.,NE,07/02/2020,16:28,MST-7,Tornado,EF2,0,0,0.00K,0.00K
MARSLAND,DAWES CO.,NE,07/02/2020,16:30,MST-7,Tornado,EF2,0,0,0.00K,0.00K
WETONKA,MCPHERSON CO.,SD,07/04/2020,18:35,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ONEILL PASS,LAWRENCE CO.,SD,07/06/2020,17:44,MST-7,Tornado,EF2,0,0,0.00K,0.00K
VINING,OTTER TAIL CO.,MN,07/08/2020,4:10,CST-6,Tornado,EF2,0,0,200.00K,10.00K
ASHBY,GRANT CO.,MN,07/08/2020,16:08,CST-6,Tornado,EF4,0,0,100.00K,5.00K
